page,diet_code,diet_codes,diet_label,note,meal_cost,group_kcal,group_plg_g,group_plg_pct,day_key,day_label,meal,meal_time,slot,item_index,dish_full,dish_name,portion
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,tue,Thứ 3,dinner,17h,rice,1,Gạo tám Lào: 150g,Gạo tám Lào,150g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,tue,Thứ 3,dinner,17h,vegetable,1,Bí đỏ xào: 200g,Bí đỏ xào,200g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,tue,Thứ 3,dinner,17h,protein,1,"Thịt lợn nạc vai xào ớt đà lạt: 100g, 20g",Thịt lợn nạc vai xào ớt đà lạt,"100g, 20g"
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,tue,Thứ 3,dinner,17h,protein,2,Chả cá rán: 60g,Chả cá rán,60g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,tue,Thứ 3,dinner,17h,soup,1,"Canh cải xanh nấu thịt nạc: 20g, 10g",Canh cải xanh nấu thịt nạc,"20g, 10g"
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,wed,Thứ 4,breakfast,6h,main,1,"Phở gà ta: Phở: 150g, thịt gà xé 70g, xương ống: 20g, hành lá, rau thơm, gia vị",Phở gà ta,"Phở: 150g, thịt gà xé 70g, xương ống: 20g, hành lá, rau thơm, gia vị"
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,wed,Thứ 4,lunch,11h,rice,1,Gạo tám Lào: 150g,Gạo tám Lào,150g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,wed,Thứ 4,lunch,11h,vegetable,1,Cải ngọt luộc: 200g,Cải ngọt luộc,200g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,wed,Thứ 4,lunch,11h,protein,1,Tôm rang: 60g,Tôm rang,60g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,wed,Thứ 4,lunch,11h,protein,2,"Thịt lợn xào hành tây, cà rốt: 50g, 10g, 10g","Thịt lợn xào hành tây, cà rốt","50g, 10g, 10g"
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,wed,Thứ 4,lunch,11h,soup,1,"Canh mồng tơi nấu bột nêm: 20g, 2g",Canh mồng tơi nấu bột nêm,"20g, 2g"
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,wed,Thứ 4,dinner,17h,rice,1,Gạo tám Lào: 150g,Gạo tám Lào,150g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,wed,Thứ 4,dinner,17h,vegetable,1,Cải chíp xào: 200g,Cải chíp xào,200g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,wed,Thứ 4,dinner,17h,protein,1,"Thịt lợn, trứng gà kho tàu: 90g, 1 quả","Thịt lợn, trứng gà kho tàu","90g, 1 quả"
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,wed,Thứ 4,dinner,17h,protein,2,Giò lụa: 50g,Giò lụa,50g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,wed,Thứ 4,dinner,17h,soup,1,"Canh cải bắp nấu cà chua: 20g, 10g",Canh cải bắp nấu cà chua,"20g, 10g"
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,thu,Thứ 5,breakfast,6h,main,1,"Bún sườn: Bún: 150g, sườn lợn: 60g, cà chua: 30g, xương ống: 20g, hành lá, rau mùi, gia vị",Bún sườn,"Bún: 150g, sườn lợn: 60g, cà chua: 30g, xương ống: 20g, hành lá, rau mùi, gia vị"
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,thu,Thứ 5,lunch,11h,rice,1,Gạo tám Lào: 150g,Gạo tám Lào,150g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,thu,Thứ 5,lunch,11h,vegetable,1,Bí xanh luộc: 200g,Bí xanh luộc,200g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,thu,Thứ 5,lunch,11h,protein,1,"Thịt bò xào cần tỏi tây, hành tây: 60g, 20g, 10g","Thịt bò xào cần tỏi tây, hành tây","60g, 20g, 10g"
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,thu,Thứ 5,lunch,11h,protein,2,Đậu phụ rán: 80g,Đậu phụ rán,80g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,thu,Thứ 5,lunch,11h,protein,3,Lạc rim: 50g,Lạc rim,50g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,thu,Thứ 5,lunch,11h,soup,1,"Canh cải xanh nấu thịt nạc: 20g, 10g",Canh cải xanh nấu thịt nạc,"20g, 10g"
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,thu,Thứ 5,dinner,17h,rice,1,Gạo tám Lào: 150g,Gạo tám Lào,150g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,thu,Thứ 5,dinner,17h,vegetable,1,Cải bắp luộc mềm: 200g,Cải bắp luộc mềm,200g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,thu,Thứ 5,dinner,17h,protein,1,Cá trắm kho giềng xả: 140g,Cá trắm kho giềng xả,140g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,thu,Thứ 5,dinner,17h,protein,2,"Thịt lợn xào hành tây, cà rốt: 50g, 10g, 10g","Thịt lợn xào hành tây, cà rốt","50g, 10g, 10g"
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,thu,Thứ 5,dinner,17h,soup,1,"Canh khoai tây nấu thịt nạc: 30g, 10g",Canh khoai tây nấu thịt nạc,"30g, 10g"
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,fri,Thứ 6,breakfast,6h,main,1,"Phở bò: Phở: 150g, thịt bò: 50g, xương ống: 20g, hành lá, rau mùi, gia vị",Phở bò,"Phở: 150g, thịt bò: 50g, xương ống: 20g, hành lá, rau mùi, gia vị"
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,fri,Thứ 6,lunch,11h,rice,1,Gạo tám Lào: 150g,Gạo tám Lào,150g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,fri,Thứ 6,lunch,11h,vegetable,1,Cải ngọt luộc: 200g,Cải ngọt luộc,200g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,fri,Thứ 6,lunch,11h,protein,1,Thịt gà CN (cả xương) rang gừng sả: 150g,Thịt gà CN (cả xương) rang gừng sả,150g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,fri,Thứ 6,lunch,11h,protein,2,"Thịt lợn xào ớt đà lạt: 70g, 20g",Thịt lợn xào ớt đà lạt,"70g, 20g"
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,fri,Thứ 6,lunch,11h,soup,1,"Canh mồng tơi nấu bột nêm: 20g, 2g",Canh mồng tơi nấu bột nêm,"20g, 2g"
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,fri,Thứ 6,dinner,17h,rice,1,Gạo tám Lào: 150g,Gạo tám Lào,150g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,fri,Thứ 6,dinner,17h,vegetable,1,Khoai tây xào: 200g,Khoai tây xào,200g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,fri,Thứ 6,dinner,17h,protein,1,"Tôm rang thịt lợn, hành lá: 60g, 70g, 5g","Tôm rang thịt lợn, hành lá","60g, 70g, 5g"
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,fri,Thứ 6,dinner,17h,protein,2,Chả cá rán: 60g,Chả cá rán,60g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,fri,Thứ 6,dinner,17h,soup,1,"Canh cải bắp nấu cà chua: 20g, 10g",Canh cải bắp nấu cà chua,"20g, 10g"
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,sat,Thứ 7,breakfast,6h,main,1,"Bún thịt ngan: Bún: 150g, thịt ngan: 60g, xương ống: 20g, hành lá, rau mùi, gia vị",Bún thịt ngan,"Bún: 150g, thịt ngan: 60g, xương ống: 20g, hành lá, rau mùi, gia vị"
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,sat,Thứ 7,lunch,11h,rice,1,Gạo tám Lào: 150g,Gạo tám Lào,150g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,sat,Thứ 7,lunch,11h,vegetable,1,Củ cải luộc: 200g,Củ cải luộc,200g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,sat,Thứ 7,lunch,11h,protein,1,"Cá trắm rán xốt cà chua: 140g, 20g",Cá trắm rán xốt cà chua,"140g, 20g"
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,sat,Thứ 7,lunch,11h,protein,2,"Thịt lợn băm xào cà rốt, hành lá: 50g, 10g, 5g","Thịt lợn băm xào cà rốt, hành lá","50g, 10g, 5g"
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,sat,Thứ 7,lunch,11h,soup,1,"Canh cải xanh nấu thịt nạc: 20g, 10g",Canh cải xanh nấu thịt nạc,"20g, 10g"
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,sat,Thứ 7,dinner,17h,rice,1,Gạo tám Lào: 150g,Gạo tám Lào,150g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,sat,Thứ 7,dinner,17h,vegetable,1,Cải bắp luộc mềm: 200g,Cải bắp luộc mềm,200g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,sat,Thứ 7,dinner,17h,protein,1,Thịt lợn nạc vai luộc: 80g,Thịt lợn nạc vai luộc,80g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,sat,Thứ 7,dinner,17h,protein,2,"Thịt bê xào sả ớt: 50g, 10g, 5g",Thịt bê xào sả ớt,"50g, 10g, 5g"
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,sat,Thứ 7,dinner,17h,soup,1,"Canh khoai tây nấu thịt nạc: 30g, 10g",Canh khoai tây nấu thịt nạc,"30g, 10g"
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,sun,Chủ nhật,breakfast,6h,main,1,"Phở gà ta: Phở: 150g, thịt gà xé 70g, xương ống: 20g, hành lá, rau thơm, gia vị",Phở gà ta,"Phở: 150g, thịt gà xé 70g, xương ống: 20g, hành lá, rau thơm, gia vị"
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,sun,Chủ nhật,lunch,11h,rice,1,Gạo tám Lào: 150g,Gạo tám Lào,150g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,sun,Chủ nhật,lunch,11h,vegetable,1,Bí xanh luộc: 200g,Bí xanh luộc,200g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,sun,Chủ nhật,lunch,11h,protein,1,"Thịt lợn xào cần tỏi tây, hành tây: 100g, 10g, 5g","Thịt lợn xào cần tỏi tây, hành tây","100g, 10g, 5g"
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,sun,Chủ nhật,lunch,11h,protein,2,Đậu phụ rán: 80g,Đậu phụ rán,80g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,sun,Chủ nhật,lunch,11h,protein,3,Lạc rim: 50g,Lạc rim,50g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,sun,Chủ nhật,lunch,11h,soup,1,"Canh cải bắp nấu cà chua: 20g, 10g",Canh cải bắp nấu cà chua,"20g, 10g"
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,sun,Chủ nhật,dinner,17h,rice,1,Gạo tám Lào: 150g,Gạo tám Lào,150g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,sun,Chủ nhật,dinner,17h,vegetable,1,Cải chíp xào: 200g,Cải chíp xào,200g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,sun,Chủ nhật,dinner,17h,protein,1,"Thịt lợn, trứng gà kho tàu: 90g, 1 quả","Thịt lợn, trứng gà kho tàu","90g, 1 quả"
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,sun,Chủ nhật,dinner,17h,protein,2,Giò lụa: 50g,Giò lụa,50g
1,BT01-CƠM,BT01-CƠM,Cơm thông thường (chuẩn),,85.680đ,1771,83g :58g :230g,21% :21% :58%,sun,Chủ nhật,dinner,17h,soup,1,"Canh mồng tơi nấu bột nêm: 20g, 2g",Canh mồng tơi nấu bột nêm,"20g, 2g"
2,"PT01-CƠM, PT02-CƠM, PT06-CƠM, PT07-CƠM, PT08-CƠM",PT01-CƠM; PT02-CƠM; PT06-CƠM; PT07-CƠM; PT08-CƠM,Phẫu thuật / bệnh lý chung,,85.680đ,1771,83g :58g :230g,21% :21% :58%,mon,Thứ 2,breakfast,6h,main,1,"Phở bò: Phở: 150g, thịt bò: 50g, xương ống: 20g, hành lá, rau mùi, gia vị",Phở bò,"Phở: 150g, thịt bò: 50g, xương ống: 20g, hành lá, rau mùi, gia vị"
2,"PT01-CƠM, PT02-CƠM, PT06-CƠM, PT07-CƠM, PT08-CƠM",PT01-CƠM; PT02-CƠM; PT06-CƠM; PT07-CƠM; PT08-CƠM,Phẫu thuật / bệnh lý chung,,85.680đ,1771,83g :58g :230g,21% :21% :58%,mon,Thứ 2,lunch,11h,rice,1,Gạo tám Lào: 150g,Gạo tám Lào,150g
2,"PT01-CƠM, PT02-CƠM, PT06-CƠM, PT07-CƠM, PT08-CƠM",PT01-CƠM; PT02-CƠM; PT06-CƠM; PT07-CƠM; PT08-CƠM,Phẫu thuật / bệnh lý chung,,85.680đ,1771,83g :58g :230g,21% :21% :58%,mon,Thứ 2,lunch,11h,vegetable,1,Củ cải luộc: 200g,Củ cải luộc,200g
2,"PT01-CƠM, PT02-CƠM, PT06-CƠM, PT07-CƠM, PT08-CƠM",PT01-CƠM; PT02-CƠM; PT06-CƠM; PT07-CƠM; PT08-CƠM,Phẫu thuật / bệnh lý chung,,85.680đ,1771,83g :58g :230g,21% :21% :58%,mon,Thứ 2,lunch,11h,protein,1,"Cá trắm rán xốt cà chua: 140g, 20g",Cá trắm rán xốt cà chua,"140g, 20g"
2,"PT01-CƠM, PT02-CƠM, PT06-CƠM, PT07-CƠM, PT08-CƠM",PT01-CƠM; PT02-CƠM; PT06-CƠM; PT07-CƠM; PT08-CƠM,Phẫu thuật / bệnh lý chung,,85.680đ,1771,83g :58g :230g,21% :21% :58%,mon,Thứ 2,lunch,11h,protein,2,"Thịt lợn xào hành tây, cà rốt: 70g, 10g, 10g","Thịt lợn xào hành tây, cà rốt","70g, 10g, 10g"
2,"PT01-CƠM, PT02-CƠM, PT06-CƠM, PT07-CƠM, PT08-CƠM",PT01-CƠM; PT02-CƠM; PT06-CƠM; PT07-CƠM; PT08-CƠM,Phẫu thuật / bệnh lý chung,,85.680đ,1771,83g :58g :230g,21% :21% :58%,mon,Thứ 2,lunch,11h,soup,1,"Canh cải xanh nấu thịt nạc: 20g, 10g",Canh cải xanh nấu thịt nạc,"20g, 10g"
2,"PT01-CƠM, PT02-CƠM, PT06-CƠM, PT07-CƠM, PT08-CƠM",PT01-CƠM; PT02-CƠM; PT06-CƠM; PT07-CƠM; PT08-CƠM,Phẫu thuật / bệnh lý chung,,85.680đ,1771,83g :58g :230g,21% :21% :58%,mon,Thứ 2,dinner,17h,rice,1,Gạo tám Lào: 150g,Gạo tám Lào,150g
2,"PT01-CƠM, PT02-CƠM, PT06-CƠM, PT07-CƠM, PT08-CƠM",PT01-CƠM; PT02-CƠM; PT06-CƠM; PT07-CƠM; PT08-CƠM,Phẫu thuật / bệnh lý chung,,85.680đ,1771,83g :58g :230g,21% :21% :58%,mon,Thứ 2,dinner,17h,vegetable,1,Cải bắp xào: 200g,Cải bắp xào,200g
2,"PT01-CƠM, PT02-CƠM, PT06-CƠM, PT07-CƠM, PT08-CƠM",PT01-CƠM; PT02-CƠM; PT06-CƠM; PT07-CƠM; PT08-CƠM,Phẫu thuật / bệnh lý chung,,85.680đ,1771,83g :58g :230g,21% :21% :58%,mon,Thứ 2,dinner,17h,protein,1,Thịt lợn vai quay mềm: 120g,Thịt lợn vai quay mềm,120g
2,"PT01-CƠM, PT02-CƠM, PT06-CƠM, PT07-CƠM, PT08-CƠM",PT01-CƠM; PT02-CƠM; PT06-CƠM; PT07-CƠM; PT08-CƠM,Phẫu thuật / bệnh lý chung,,85.680đ,1771,83g :58g :230g,21% :21% :58%,mon,Thứ 2,dinner,17h,protein,2,"Ức gà xào hành tây, cà rốt: 60g, 10g, 10g","Ức gà xào hành tây, cà rốt","60g, 10g, 10g"
2,"PT01-CƠM, PT02-CƠM, PT06-CƠM, PT07-CƠM, PT08-CƠM",PT01-CƠM; PT02-CƠM; PT06-CƠM; PT07-CƠM; PT08-CƠM,Phẫu thuật / bệnh lý chung,,85.680đ,1771,83g :58g :230g,21% :21% :58%,mon,Thứ 2,dinner,17h,soup,1,"Canh bí xanh nấu thịt nạc: 30g, 10g",Canh bí xanh nấu thịt nạc,"30g, 10g"
2,"PT01-CƠM, PT02-CƠM, PT06-CƠM, PT07-CƠM, PT08-CƠM",PT01-CƠM; PT02-CƠM; PT06-CƠM; PT07-CƠM; PT08-CƠM,Phẫu thuật / bệnh lý chung,,85.680đ,1771,83g :58g :230g,21% :21% :58%,tue,Thứ 3,breakfast,6h,main,1,"Bún thịt ngan: Bún: 150g, thịt ngan: 60g, xương ống: 20g, hành lá, rau mùi, gia vị",Bún thịt ngan,"Bún: 150g, thịt ngan: 60g, xương ống: 20g, hành lá, rau mùi, gia vị"
2,"PT01-CƠM, PT02-CƠM, PT06-CƠM, PT07-CƠM, PT08-CƠM",PT01-CƠM; PT02-CƠM; PT06-CƠM; PT07-CƠM; PT08-CƠM,Phẫu thuật / bệnh lý chung,,85.680đ,1771,83g :58g :230g,21% :21% :58%,tue,Thứ 3,lunch,11h,rice,1,Gạo tám Lào: 150g,Gạo tám Lào,150g
2,"PT01-CƠM, PT02-CƠM, PT06-CƠM, PT07-CƠM, PT08-CƠM",PT01-CƠM; PT02-CƠM; PT06-CƠM; PT07-CƠM; PT08-CƠM,Phẫu thuật / bệnh lý chung,,85.680đ,1771,83g :58g :230g,21% :21% :58%,tue,Thứ 3,lunch,11h,vegetable,1,Cải chíp luộc: 200g,Cải chíp luộc,200g
2,"PT01-CƠM, PT02-CƠM, PT06-CƠM, PT07-CƠM, PT08-CƠM",PT01-CƠM; PT02-CƠM; PT06-CƠM; PT07-CƠM; PT08-CƠM,Phẫu thuật / bệnh lý chung,,85.680đ,1771,83g :58g :230g,21% :21% :58%,tue,Thứ 3,lunch,11h,protein,1,"Thịt bò xào cần tỏi tây, hành tây: 60g, 20g, 10g","Thịt bò xào cần tỏi tây, hành tây","60g, 20g, 10g"
